(32.350109, -86.343057)
(32.351034, -86.284366)
(32.364317, -86.295677)
(32.367355, -88.732823)
(32.36736, -86.177544)
(32.37456, -95.312454)
(32.377821, -94.871468)
(32.384181, -86.21641)
(32.395767, -81.818517)
(32.397617, -97.32702)
(32.401132, -98.985206)
(32.402516, -90.178196)
(32.403014, -90.16076)
(32.40443, -96.853492)
(32.420197, -80.689468)
(32.426153, -81.784045)
(32.428465, -93.70561)
(32.429776, -99.748682)
(32.4309, -85.708492)
(32.445917, -87.013294)
(32.46632, -94.726394)
(32.468943, -99.709797)
(32.476434, -99.73564)
(32.483335, -93.730834)
(32.50096, -84.94106)
(32.508076, -84.978551)
(32.523797, -92.713245)
(32.527748, -92.07374)
(32.528297, -92.649963)
(32.537595, -83.89537)
(32.537641, -94.376814)
(32.539551, -93.646881)
(32.545341, -83.66765)
(32.545632, -93.834559)
(32.557847, -94.374488)
(32.594944, -82.309021)
(32.599378, -85.488258)
(32.608605, -117.065355)
(32.619858, -117.093388)
(32.640281, -116.996803)
(32.659588, -96.803446)
(32.675369, -97.05498)
(32.678458, -100.914945)
(32.689306, -114.495968)
(32.701684, -97.056391)
(32.702814, -117.102845)
(32.70961, -97.364758)
(32.710017, -96.947006)
(32.717403, -117.152733)
(32.718391, -117.250265)
(32.729718, -97.11296)
(32.732962, -97.279613)
(32.74133, -97.792629)
(32.744954, -116.943507)
(32.747495, -97.327941)
(32.757808, -103.182896)
(32.766319, -96.794036)
(32.770816, -117.192073)
(32.77525, -117.071228)
(32.7767, -108.283284)
(32.784225, -79.939794)
(32.797183, -79.958775)
(32.803825, -117.169165)
(32.808092, -83.732058)
(32.815246, -117.006277)
(32.816901, -97.311645)
(32.8273, -117.141961)
(32.82746, -96.873805)
(32.831787, -83.648295)
(32.836068, -96.941822)
(32.843612, -96.783365)
(32.843664, -109.76234)
(32.846221, -96.919512)
(32.860595, -96.654105)
(32.876037, -83.715417)
(32.877749, -117.235866)
(32.87912, -85.184931)
(32.900199, -105.949398)
(32.909757, -117.120261)
(32.909894, -117.243026)
(32.91856, -96.741711)
(32.92478, -85.945266)
(32.928767, -80.031276)
(32.93806, -97.012741)
(32.95518, -96.768201)
(32.983047, -80.072587)
(32.984673, -96.749702)
(33.038564, -85.043113)
(33.04571, -84.154508)
(33.07944, -83.224211)
(33.082787, -83.231962)
(33.10625, -86.865099)
(33.120531, -87.56148)
(33.130569, -117.159013)
(33.131561, -117.118524)
(33.136906, -117.160199)
(33.149483, -117.183978)
(33.16241, -96.63894)
(33.190483, -117.302606)
(33.200006, -87.585278)
(33.209446, -92.666087)
(33.211178, -97.148422)
(33.211875, -87.545978)
(33.226211, -97.127842)
(33.243745, -95.908451)
(33.255438, -84.291662)
(33.291618, -93.235922)
(33.293897, -111.795922)
(33.313167, -104.525718)
(33.314894, -111.860316)
(33.377712, -111.976087)
(33.382406, -112.032635)
(33.390323, -111.871255)
(33.39248, -111.853218)
(33.39428, -111.913584)
(33.396878, -111.87417)
(33.403079, -111.965808)
(33.407853, -111.889544)
(33.41128, -112.012761)
(33.413309, -111.97417)
(33.4163, -111.961365)
(33.417721, -111.934383)
(33.418992, -82.048439)
(33.420286, -111.964106)
(33.433472, -86.112704)
(33.435686, -112.054912)
(33.437779, -111.944197)
(33.441868, -94.078)
(33.442921, -86.862659)
(33.444906, -90.502053)
(33.448692, -111.989357)
(33.449686, -111.997077)
(33.450814, -86.888844)
(33.453005, -112.288123)
(33.454852, -88.790139)
(33.463786, -111.923861)
(33.464128, -86.791799)
(33.468466, -86.832465)
(33.47037, -81.989071)
(33.480722, -112.343158)
(33.481361, -112.088293)
(33.482442, -86.908751)
(33.493305, -88.418601)
(33.494994, -82.086986)
(33.497968, -80.848722)
(33.498444, -80.854319)
(33.505697, -86.799345)
(33.513231, -112.129929)
(33.513375, -86.80574)
(33.513774, -86.850552)
(33.514142, -90.341274)
(33.525983, -117.166502)
(33.530663, -112.064275)
(33.553346, -117.665584)
(33.565758, -112.104601)
(33.566102, -112.112473)
(33.56636, -112.154233)
(33.570226, -112.190735)
(33.57026, -112.116121)
(33.572704, -81.767612)
(33.573621, -85.097762)
(33.574109, -84.335896)
(33.575904, -102.365075)
(33.575973, -101.934426)
(33.583448, -101.874783)
(33.589284, -101.891915)
(33.590909, -91.811153)
(33.594079, -84.328174)
(33.608723, -112.118075)
(33.6188, -97.1658)
(33.6191, -83.871141)
(33.622952, -112.181776)
(33.628923, -112.368233)
(33.641665, -93.596762)
(33.64336, -84.018321)
(33.646345, -96.596331)
(33.648434, -117.841248)
(33.650929, -95.529177)
(33.652135, -112.009865)
(33.652535, -86.707233)
(33.653665, -117.812305)
(33.656401, -117.769012)
(33.662686, -117.900911)
(33.66927, -117.909086)
(33.675381, -117.777539)
(33.678879, -117.857636)
(33.684428, -112.121336)
(33.685537, -117.847973)
(33.70893, -84.404659)
(33.712009, -84.404995)
(33.715634, -117.929143)
(33.721058, -117.8478)
(33.732108, -116.388271)
(33.732531, -118.002568)
(33.734887, -118.333371)
(33.744745, -90.735365)
(33.745279, -84.411527)
(33.745982, -84.414917)
(33.747628, -84.412584)
(33.7527, -84.38667)
(33.753426, -84.385712)
(33.754218, -84.387251)
(33.759309, -117.887558)
(33.769268, -84.295459)
(33.77242, -84.394832)
(33.774741, -117.938395)
(33.775112, -84.297316)
(33.782818, -118.11204)
(33.785825, -118.283549)
(33.789898, -84.234504)
(33.790183, -84.325512)
(33.79302, -117.852518)
(33.794995, -79.011767)
(33.795449, -117.766762)
(33.79614, -79.003611)
(33.806748, -116.971169)
(33.81104, -117.911811)
(33.822938, -85.765321)
(33.826017, -118.145393)
(33.82833, -118.025143)
(33.833593, -118.135633)
(33.836929, -87.266406)
(33.8381, -117.950661)
(33.849912, -117.975599)
(33.851393, -117.922969)
(33.864766, -118.255917)
(33.874236, -84.275624)
(33.874809, -98.519386)
(33.875441, -84.333687)
(33.875514, -117.918255)
(33.87616, -117.88573)
(33.878226, -118.209463)
(33.881506, -117.885446)
(33.885229, -118.329913)
(33.886874, -118.097337)
(33.88744, -117.20271)
(33.887956, -84.303159)
(33.893016, -118.287234)
(33.900255, -84.543009)
(33.906203, -118.014374)
(33.910704, -117.500054)
(33.911943, -84.351949)
(33.9145, -117.485881)
(33.917387, -117.570212)
(33.91965, -118.115727)
(33.929092, -84.553722)
(33.929321, -117.425619)
(33.929586, -118.304674)
(33.932781, -84.514729)
(33.932923, -117.298365)
(33.933342, -80.37101)
(33.934121, -84.155475)
(33.934698, -80.373459)
(33.936024, -84.355252)
(33.938779, -84.354907)
(33.948914, -84.147864)
(33.949325, -81.115761)
(33.956262, -83.374039)
(33.956607, -118.416615)
(33.962763, -84.066224)
(33.97085, -118.415744)
(33.970918, -117.384323)
(33.97246, -117.32741)
(33.975392, -117.351755)
(33.978773, -118.032299)
(33.979409, -84.00459)
(33.986057, -118.226206)
(33.990183, -83.339598)
(33.994001, -85.991438)
(33.996788, -81.026935)
(34.002717, -117.339245)
(34.004512, -118.386664)
(34.006808, -96.376864)
(34.010348, -81.020045)
(34.012941, -81.020403)
(34.01512, -81.081809)
(34.017022, -118.469765)
(34.019821, -118.033506)
(34.021281, -118.284169)
(34.031907, -118.269447)
(34.037786, -118.707077)
(34.038807, -84.583052)
(34.040531, -118.148785)
(34.044112, -117.979559)
(34.044209, -118.25993)
(34.045581, -81.029967)
(34.047764, -117.846629)
(34.051241, -117.260605)
(34.057912, -117.821476)
(34.061409, -118.302836)
(34.06231, -118.306221)
(34.064218, -117.163218)
(34.065748, -117.58377)
(34.066591, -117.590035)
(34.066823, -117.283995)
(34.066927, -118.168965)
(34.067041, -106.905211)
(34.068204, -117.583814)
(34.068481, -117.5876)
(34.068584, -117.55038)
(34.068595, -117.571744)
(34.0694, -117.547733)
(34.07178, -118.442179)
(34.072071, -117.949583)
(34.072073, -117.26818)
(34.072439, -86.781935)
(34.07551, -81.07443)
(34.075984, -117.90946)
(34.079323, -118.292481)
(34.081723, -118.150013)
(34.082782, -117.576366)
(34.085315, -118.482879)
(34.086353, -117.313248)
(34.087301, -118.292169)
(34.098042, -80.961839)
(34.098338, -118.3284)
(34.099027, -117.714556)
(34.100855, -117.773262)
(34.101265, -118.337582)
(34.102154, -117.711188)
(34.104107, -117.706675)
(34.104147, -117.711294)
(34.106515, -117.709837)
(34.110723, -117.827484)
(34.126093, -93.052471)
(34.127124, -118.210908)
(34.128155, -93.059703)
(34.130047, -117.888375)
(34.13537, -117.886469)
(34.137349, -118.125878)
(34.144552, -118.118196)
(34.146167, -118.138047)
(34.147663, -117.573932)
(34.149771, -118.254719)
(34.152076, -118.335567)
(34.162949, -119.04356)
(34.166104, -119.157604)
(34.16745, -118.227666)
(34.169031, -118.185102)
(34.170205, -118.50213)
(34.175165, -118.421734)
(34.175592, -103.34819)
(34.17972, -118.538793)
(34.182622, -117.323801)
(34.183949, -118.575071)
(34.186407, -118.403627)
(34.187134, -118.39941)
(34.187677, -101.730042)
(34.189777, -79.652854)
(34.199892, -82.164736)
(34.201495, -86.169897)
(34.207415, -82.120635)
(34.208011, -118.341147)
(34.210309, -92.025936)
(34.224566, -118.878924)
(34.224673, -85.171361)
(34.225223, -77.875527)
(34.240126, -118.529319)
(34.240624, -77.948306)
(34.242761, -77.882359)
(34.243882, -79.81469)
(34.244031, -92.018683)
(34.257543, -85.196529)
(34.276519, -88.412073)
(34.277393, -119.230604)
(34.283641, -83.14822)
(34.285868, -81.619777)
(34.290414, -85.189202)
(34.301146, -118.834528)
(34.303117, -83.821513)
(34.314668, -118.4195)
(34.365529, -89.537434)
(34.37696, -80.070416)
(34.381755, -118.518193)
(34.39327, -118.566837)
(34.402483, -103.165886)
(34.403993, -118.568698)
(34.406788, -119.698045)
(34.416297, -119.846426)
(34.450151, -119.662517)
(34.465834, -81.87448)
(34.472231, -117.261456)
(34.491393, -97.99029)
(34.512687, -93.119248)
(34.5152, -82.640358)
(34.530219, -83.985694)
(34.547495, -112.453395)
(34.566042, -83.542126)
(34.591449, -94.219799)
(34.593414, -83.357617)
(34.596306, -83.748911)
(34.606487, -98.434163)
(34.625532, -89.969525)
(34.641914, -82.792015)
(34.668339, -88.562609)
(34.669018, -99.33699)
(34.675194, -79.00664)
(34.67613, -118.144328)
(34.676207, -118.186166)
(34.678236, -118.15638)
(34.679381, -82.835114)
(34.683587, -118.134968)
(34.688313, -79.200347)
(34.713115, -92.40692)
(34.723254, -92.339778)
(34.723681, -76.755538)
(34.724557, -86.640449)
(34.728068, -82.761586)
(34.736282, -80.787069)
(34.737131, -92.283015)
(34.739788, -87.678089)
(34.74563, -79.478567)
(34.749048, -92.320046)
(34.756344, -86.652705)
(34.77072, -82.461311)
(34.771687, -77.384785)
(34.771858, -86.572885)
(34.771934, -96.663849)
(34.774221, -85.002775)
(34.775996, -92.343582)
(34.776862, -89.446999)
(34.782783, -92.299184)
(34.783368, -86.568502)
(34.806738, -87.681361)
(34.806793, -86.964698)
(34.826212, -82.371178)
(34.85654, -82.357811)
(34.870285, -117.023412)
(34.874016, -82.365838)
(34.905252, -79.70964)
(34.914079, -95.328995)
(34.924173, -95.745999)
(34.924676, -82.440458)
(34.934416, -80.995273)
(34.941515, -81.031404)
(34.943716, -120.421144)
(34.955117, -81.970863)
(34.955269, -89.99937)
(34.955534, -81.917881)
(34.959411, -81.933568)
(34.974587, -81.989811)
(34.982789, -101.914736)
(34.986064, -80.44305)
(34.99086, -78.361136)
(34.996403, -81.970583)
(35.031392, -97.95641)
(35.039173, -94.633986)
(35.041655, -90.767726)
(35.047519, -85.300247)
(35.048254, -85.052088)
(35.057076, -81.649161)
(35.068851, -78.92658)
(35.071403, -89.989881)
(35.071878, -106.628861)
(35.073641, -78.891696)
(35.074176, -91.895351)
(35.077513, -89.899255)
(35.077945, -92.457672)
(35.083838, -92.445021)
(35.083868, -106.620155)
(35.08781, -106.68749)
(35.100202, -85.237389)
(35.101565, -92.443256)
(35.104855, -106.59488)
(35.111516, -77.102232)
(35.112892, -89.891723)
(35.118641, -90.034101)
(35.118878, -89.938068)
(35.127437, -89.983241)
(35.135058, -78.874426)
(35.138415, -90.027501)
(35.138532, -90.036723)
(35.145736, -90.22285)
(35.149343, -119.459751)
(35.150262, -90.039188)
(35.154405, -89.990803)
(35.166019, -84.871399)
(35.172136, -92.728507)
(35.181863, -80.927508)
(35.187839, -101.846988)
(35.188449, -111.653724)
(35.189051, -80.833509)
(35.200103, -84.879284)
(35.201019, -87.035661)
(35.208166, -78.069388)
(35.209407, -97.444211)
(35.217774, -80.829796)
(35.233502, -80.851208)
(35.234405, -77.571532)
(35.236763, -82.729494)
(35.243033, -80.857251)
(35.24732, -81.668141)
(35.247386, -91.726143)
(35.249515, -96.704908)
(35.260651, -81.041315)
(35.2682, -120.669519)
(35.279833, -81.492856)
(35.293237, -93.13562)
(35.299513, -120.657311)
(35.306022, -80.730919)
(35.30804, -82.425544)
(35.308979, -83.186258)
(35.312048, -81.18852)
(35.331276, -120.742235)
(35.336728, -81.911857)
(35.339895, -80.236303)
(35.347785, -97.578297)
(35.348575, -83.207129)
(35.350005, -119.104711)
(35.352848, -119.062071)
(35.360492, -96.932459)
(35.381617, -119.049925)
(35.384184, -94.373729)
(35.387699, -97.570109)
(35.403079, -77.945873)
(35.40911, -118.973753)
(35.409149, -78.738238)
(35.440611, -88.637964)
(35.44372, -97.414113)
(35.446331, -84.592728)
(35.471864, -79.143553)
(35.474969, -97.581959)
(35.476278, -93.467221)
(35.47928, -97.496289)
(35.495271, -97.541242)
(35.497209, -84.999552)
(35.499767, -80.843979)
(35.513295, -97.629504)
(35.518475, -97.974592)
(35.525905, -82.927918)
(35.535281, -98.707768)
(35.550591, -77.407203)
(35.570439, -82.554826)
(35.596233, -105.219197)
(35.60052, -97.640672)
(35.605305, -80.855128)
(35.605871, -105.998054)
(35.607186, -77.368291)
(35.610328, -82.442619)
(35.611412, -97.469526)
(35.616757, -87.101917)
(35.617068, -82.565392)
(35.626934, -95.940373)
(35.627378, -88.806535)
(35.639388, -80.48181)
(35.645571, -88.780005)
(35.646577, -82.2976)
(35.650151, -78.706126)
(35.6552, -97.471508)
(35.657778, -101.406005)
(35.670877, -80.483956)
(35.672814, -79.828538)
(35.676896, -88.858524)
(35.691443, -80.482751)
(35.699732, -81.28792)
(35.722876, -81.687345)
(35.730114, -77.895663)
(35.734376, -77.913867)
(35.739968, -81.327598)
(35.751505, -83.964223)
(35.767841, -78.727186)
(35.771181, -78.637693)
(35.777619, -91.625354)
(35.782814, -80.894083)
(35.785111, -78.674517)
(35.785468, -78.621301)
(35.789139, -78.637697)
(35.792923, -91.615852)
(35.799351, -78.689995)
(35.82752, -82.551827)
(35.842388, -90.679988)
(35.845661, -86.41026)
(35.848005, -86.360618)
(35.854604, -81.484148)
(35.86546, -78.822452)
(35.880911, -84.620051)
(35.886153, -106.319557)
(35.911769, -79.050969)
(35.919939, -94.967229)
(35.948303, -84.166504)
(35.952082, -83.925852)
(35.957, -83.964151)
(35.958283, -83.97362)
(35.972035, -79.994675)
(35.974237, -78.898602)
(35.974768, -78.8817)
(35.981858, -78.513755)
(35.99846, -79.92062)
(36.001135, -78.937624)
(36.004073, -106.084395)
(36.019665, -77.773982)
(36.037762, -79.840799)
(36.047565, -89.390791)
(36.049129, -95.952547)
(36.049256, -119.014368)
(36.050549, -87.366455)
(36.068236, -79.809414)
(36.06854, -80.272215)
(36.070009, -94.176981)
(36.071082, -79.800232)
(36.07282, -79.773375)
(36.073182, -115.064633)
(36.076183, -80.235672)
(36.089554, -80.225033)
(36.094233, -79.887737)
(36.09589, -115.206821)
(36.101615, -95.905178)
(36.104148, -79.50344)
(36.106047, -115.138462)
(36.106253, -86.799791)
(36.106788, -95.90825)
(36.113428, -95.887481)
(36.114105, -115.102238)
(36.122934, -83.491709)
(36.123085, -97.069743)
(36.132649, -86.856335)
(36.133609, -80.277446)
(36.134857, -86.857342)
(36.135589, -86.794807)
(36.136617, -81.182994)
(36.137848, -88.516762)
(36.141324, -86.754238)
(36.1456, -115.171331)
(36.14659, -86.803369)
(36.147552, -115.298988)
(36.147891, -120.356747)
(36.148202, -95.954378)
(36.152324, -95.945941)
(36.158114, -115.233099)
(36.166321, -86.828275)
(36.167087, -86.804805)
(36.172435, -82.760818)
(36.174754, -85.504039)
(36.176642, -95.878902)
(36.185176, -115.313525)
(36.187738, -86.842536)
(36.189812, -94.560283)
(36.194393, -86.744005)
(36.203875, -115.255585)
(36.204514, -86.298782)
(36.204643, -83.299503)
(36.213179, -83.262503)
(36.215536, -81.680583)
(36.219909, -93.08844)
(36.277978, -76.214041)
(36.294408, -95.309265)
(36.300147, -82.29407)
(36.301643, -82.366954)
(36.321437, -95.635718)
(36.323877, -119.315182)
(36.323887, -78.487651)
(36.324885, -76.219765)
(36.340338, -88.864211)
(36.344669, -119.38533)
(36.357704, -94.17289)
(36.362518, -86.497127)
(36.436258, -77.099141)
(36.533319, -87.354081)
(36.565286, -79.408803)
(36.577287, -79.413203)
(36.578508, -83.660198)
(36.582865, -87.312856)
(36.585309, -82.159421)
(36.590558, -121.884931)
(36.605428, -119.458555)
(36.612419, -88.323629)
(36.616019, -93.238174)
(36.652397, -121.796178)
(36.674527, -76.93757)
(36.675091, -121.666054)
(36.678649, -97.295887)
(36.698866, -82.001118)
(36.717453, -95.95671)
(36.726831, -119.735199)
(36.729574, -91.857838)
(36.737048, -84.161646)
(36.768164, -119.796096)
(36.770446, -108.169468)
(36.776571, -90.429769)
(36.782858, -119.789002)
(36.796658, -98.667673)
(36.801173, -76.194627)
(36.811154, -119.744569)
(36.814906, -94.368315)
(36.827826, -76.13819)
(36.834459, -119.690369)
(36.83679, -119.723249)
(36.842526, -76.178773)
(36.848429, -76.261375)
(36.8501, -76.289904)
(36.854421, -82.758277)
(36.868417, -76.18606)
(36.870875, -83.888477)
(36.877255, -94.867248)
(36.882654, -87.488297)
(36.886418, -76.30666)
(36.88686, -119.731261)
(36.95731, -81.071181)
(36.966051, -82.997661)
(36.970602, -82.559656)
(36.972627, -121.569842)
(36.984827, -86.476717)
(36.985035, -86.456828)
(36.989448, -121.924797)
(36.995584, -122.058801)
(37.019944, -76.339161)
(37.033814, -95.621374)
(37.054081, -88.658762)
(37.059599, -84.617546)
(37.059807, -100.917695)
(37.061668, -97.043075)
(37.062495, -76.494364)
(37.063821, -76.420046)
(37.095155, -94.461689)
(37.098418, -113.591475)
(37.101502, -85.299997)
(37.102769, -113.565903)
(37.103172, -94.510622)
(37.105239, -80.69605)
(37.136907, -80.549728)
(37.172059, -104.513451)
(37.199258, -93.281281)
(37.216479, -93.279985)
(37.218523, -93.286693)
(37.219681, -93.286192)
(37.220956, -93.262614)
(37.225116, -93.290233)
(37.229012, -80.423675)
(37.234692, -77.419026)
(37.234897, -83.175644)
(37.244557, -81.246233)
(37.245029, -79.973011)
(37.248411, -121.777062)
(37.248608, -96.975405)
(37.26398, -122.008324)
(37.265732, -81.239037)
(37.269489, -76.708214)
(37.275939, -107.867422)
(37.285896, -83.205298)
(37.294861, -80.055467)
(37.299743, -80.023602)
(37.301137, -78.39575)
(37.30167, -121.76561)
(37.311107, -89.531187)
(37.315827, -121.926185)
(37.319914, -122.045783)
(37.3353, -120.476464)
(37.336569, -121.880621)
(37.339062, -95.255368)
(37.343342, -85.348943)
(37.346254, -77.407919)
(37.348362, -121.93784)
(37.350232, -79.18222)
(37.354201, -79.943277)
(37.358809, -79.184238)
(37.361655, -122.127964)
(37.368642, -121.969541)
(37.391935, -121.980783)
(37.392071, -94.702473)
